1 116.492738569 
2 58.643013663 
3 39.339609688 
4 29.688444362 
5 23.897070338 
6 20.151594895 
7 17.432489989 
8 15.375630954 
9 13.761278158 
10 12.429661347 
11 11.573382819 
12 10.670609805 
13 143.486994189 
14 145.120737530 
15 155.143188217 
16 169.499602739 
