1 89.934916176 
2 45.915633424 
3 38.949598140 
4 27.522040920 
5 25.001448915 
6 19.111335181 
7 20.079132871 
8 15.905687723 
9 16.993643653 
10 14.517491876 
11 15.639078689 
12 13.729203436 
