     2.344   1039.271 # matmult_mkn
   937.500   5086.684 # matmult_mkn
  5859.375   5899.503 # matmult_mkn
 13183.594   5830.836 # matmult_mkn
 23437.500   6027.197 # matmult_mkn
 45937.500   6075.390 # matmult_mkn
 75937.500   5847.924 # matmult_mkn
 93750.000   4551.101 # matmult_mkn
123984.375   3000.952 # matmult_mkn
158437.500   2538.092 # matmult_mkn
210937.500   2386.927 # matmult_mkn
