     2.344    833.409 # matmult_kmn
   937.500   2095.737 # matmult_kmn
  5859.375   2229.501 # matmult_kmn
 13183.594   2275.835 # matmult_kmn
 23437.500   2289.708 # matmult_kmn
 45937.500   2302.077 # matmult_kmn
 75937.500   2251.932 # matmult_kmn
 93750.000   1936.110 # matmult_kmn
123984.375   1709.090 # matmult_kmn
158437.500   1686.135 # matmult_kmn
210937.500   1685.769 # matmult_kmn
